timestamp,mean_abs_disp,mean_disp_max,valid_patch_count
2024-06-02 14:00:00,0.119277954,0.71531314,308
2024-06-08 22:00:00,0.2500765,0.7844436,308
2024-06-19 03:00:00,0.009136747,0.17549355,308
