epoch,train_loss,val_mae,val_rmse,val_mse
1,0.8903749551413194,0.0879240557551384,0.11421440392169491,0.013044930063188076
2,0.7412313616500711,0.06344486027956009,0.09041759974555626,0.008175342343747616
3,0.6961700308997676,0.07314781099557877,0.09528641578330714,0.009079501032829285
4,0.6708024031711075,0.05056539922952652,0.07995832891360273,0.006393334362655878
5,0.6589886669842702,0.049894776195287704,0.07761040127542032,0.0060233743861317635
6,0.6428849753343834,0.04573414474725723,0.08062277180435252,0.0065000313334167
7,0.6290551058526309,0.0470028817653656,0.07665837036773922,0.005876505747437477
8,0.6096152550769303,0.05225647613406181,0.07906709614783443,0.0062516056932508945
