epoch,train_loss,val_mae,val_rmse,val_mse
1,0.843895673751831,0.09228724241256714,0.11038376329914137,0.012184575200080872
2,0.7883984941356587,0.08521220833063126,0.10336674924885428,0.010684684850275517
3,0.7604674584460709,0.08619634807109833,0.10439946169223432,0.010899247601628304
4,0.7455237648397122,0.08688228577375412,0.10521556346272554,0.011070314794778824
5,0.7393047415985251,0.08638470619916916,0.10483056832634727,0.010989448055624962
6,0.7290301103636904,0.08654819428920746,0.10505311359835867,0.011036156676709652
7,0.723887101659235,0.08498193323612213,0.10367380957534028,0.010748258791863918
8,0.7193170369796034,0.08620475977659225,0.10507095340803033,0.01103990525007248
