epoch,train_loss,val_mae,val_rmse,val_mse
1,0.940763365547612,0.054463278502225876,0.07909730322873638,0.006256383378058672
2,0.8766383416247818,0.049048103392124176,0.07734695678382339,0.005982551723718643
3,0.8763079699480308,0.04480714723467827,0.07721383907953443,0.005961976945400238
4,0.8998088218131155,0.045943379402160645,0.08285515997727826,0.0068649775348603725
5,0.9375036876156645,0.06275258213281631,0.09489972715662674,0.009005958214402199
6,1.140976439107139,0.1399393081665039,0.17259675442161188,0.0297896396368742
7,1.5419837281389057,0.20730753242969513,0.24348698663941884,0.05928591266274452
8,2.299178921951438,0.31838101148605347,0.3585148967736355,0.12853293120861053
