epoch,train_loss,val_mae,val_rmse,val_mse
1,0.8949802270475423,0.09477254748344421,0.1150200232211717,0.013229605741798878
2,0.8182241669240987,0.1070975586771965,0.1291534409045621,0.016680611297488213
3,0.7897425783130357,0.08902867138385773,0.11188258582241978,0.012517713010311127
4,0.7751034784991786,0.07684961706399918,0.10346802480778189,0.010705632157623768
5,0.7675917103605451,0.07328004390001297,0.09558687643003892,0.009136850945651531
6,0.7520706181256276,0.08313816040754318,0.10650828887132269,0.01134401559829712
7,0.7289468156841566,0.09530241042375565,0.12109653023635296,0.014664369635283947
8,0.7360256989047212,0.0847124233841896,0.10232203540777196,0.010469798929989338
