epoch,loss_total,loss_pred,loss_phy,loss_dyn,loss_imp,loss_moe,val_mae
1,0.7292317294261672,0.7292317294261672,0.0,,,114.03963617845015,0.05830138176679611
2,0.6708273846994747,0.6708273846994747,0.0,,,114.58318814364347,0.05848052725195885
3,0.6335214884443716,0.6335214884443716,0.0,,,114.82539697126909,0.05864768475294113
4,0.6007624661380594,0.6007624661380594,0.0,,,114.98941100727428,0.06034432351589203
5,0.5789294032887979,0.5789294032887979,0.0,,,115.38986119357023,0.0611211396753788
6,0.5666322413493287,0.5666322413493287,0.0,,,115.59238199754195,0.06670014560222626
7,0.5515185992487452,0.5515185992487452,0.0,,,115.67020650343461,0.07557317614555359
8,0.5418688621033322,0.5418688621033322,0.0,,,115.77890968322754,0.06989132612943649
9,0.5343583834103562,0.5343583834103562,0.0,,,115.8496150970459,0.07343477755784988
10,0.5258118415420706,0.5258118415420706,0.0,,,115.82875962690873,0.07703937590122223
11,0.5243851302022283,0.5243851302022283,0.0,,,115.88316457921809,0.07862332463264465
12,0.5193326222625646,0.5193326222625646,0.0,,,115.8694337498058,0.08782406896352768
13,0.5142658298665826,0.5142658298665826,0.0,,,115.91474732485685,0.07843533158302307
14,0.507736393504522,0.507736393504522,0.0,,,115.90125170621005,0.07842304557561874
15,0.505315939811143,0.505315939811143,0.0,,,116.01938204331832,0.08626844733953476
16,0.49831667965786025,0.49831667965786025,0.0,,,115.98700913515958,0.08191300928592682
17,0.4969505586407401,0.4969505586407401,0.0,,,116.02529586445202,0.08093275874853134
18,0.4866554826836694,0.4866554826836694,0.0,,,116.04598010670055,0.08255648612976074
19,0.48846864463253453,0.48846864463253453,0.0,,,116.17676379463889,0.0819087028503418
20,0.4778022872792049,0.4778022872792049,0.0,,,116.16786410591818,0.0844867005944252
21,0.4758465789597143,0.4758465789597143,0.0,,,116.2020711031827,0.08296281099319458
22,0.474788666956804,0.474788666956804,0.0,,,116.28325583718039,0.08837658911943436
23,0.46930443664843385,0.46930443664843385,0.0,,,116.24179371920499,0.08920137584209442
24,0.46293818493458355,0.46293818493458355,0.0,,,116.31092609058727,0.09038972109556198
25,0.45906543359160423,0.45906543359160423,0.0,,,116.30425652590665,0.08777643740177155
26,0.4607778535309163,0.4607778535309163,0.0,,,116.33211560682817,0.0898117795586586
27,0.45653386549516156,0.45653386549516156,0.0,,,116.29080399599943,0.09131672978401184
28,0.4515793668952855,0.4515793668952855,0.0,,,116.31974749131636,0.08699183911085129
29,0.4477053105153821,0.4477053105153821,0.0,,,116.34140786257657,0.0919814258813858
30,0.4453248070044951,0.4453248070044951,0.0,,,116.36147880554199,0.0908205509185791
