event_time,input_csv,output_png,output_pdf,data_csv,history_points,pre_hours,post_hours,assumption,first_yellow,first_orange,first_red,prediction_corr,prediction_mae
2018-05-05 14:54:00,/Users/dc/Z研究生/time_series/Time-Series-Library/dataset/Dexing Open-pit mine landslide（发生坍塌） .csv,/Users/dc/Z研究生/time_series/Time-Series-Library/outputs/chapter5_dexing_warning_case_v1/dexing_warning_case.png,/Users/dc/Z研究生/time_series/Time-Series-Library/outputs/chapter5_dexing_warning_case_v1/dexing_warning_case.pdf,/Users/dc/Z研究生/time_series/Time-Series-Library/outputs/chapter5_dexing_warning_case_v1/dexing_warning_case_data.csv,12,18.0,0.0,event_time defaults to the last timestamp in the CSV when no explicit collapse marker exists,2018-05-05 07:05:00,2018-05-05 07:54:00,2018-05-05 11:03:00,0.9998897799071798,0.5093827126099842
