timestamp,y_true,y_pred,risk_score,warning_level_raw,warning_level,event_flag,event_time,patch_id,patch_zone_name,event_zone_name
2024-06-24 00:00:00,0.0,-0.012461349368095398,0.006933752015397175,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 01:00:00,0.0,-0.007716715335845947,0.019591362191929404,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 02:00:00,0.0,-0.009775489568710327,0.010775249205561173,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 03:00:00,0.0,-0.00766696035861969,0.005926387063058646,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 04:00:00,0.0,0.0009966790676116943,0.0032595128846822554,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 05:00:00,0.0,-0.007925599813461304,0.0017927320865752407,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 06:00:00,0.0,-0.018023014068603516,0.0009860026476163825,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 07:00:00,0.0,-0.019767656922340393,0.0005423014561890104,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 08:00:00,0.0,-0.01377461850643158,0.00029826580090395576,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 09:00:00,0.0,-0.01601622998714447,0.00016404619049717567,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 10:00:00,0.0,-0.02054309844970703,0.003189339225451251,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 11:00:00,0.036708373576402664,-0.023999452590942383,0.001754136573998188,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 12:00:00,0.05261445790529251,-0.014268860220909119,0.026666438183930094,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 13:00:00,0.05858775973320007,-0.03172758221626282,0.19550249659124502,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 14:00:00,0.059010230004787445,-0.030992478132247925,0.10752637312518477,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 15:00:00,0.024864351376891136,-0.03388094902038574,0.05913950521885163,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 16:00:00,0.03630885109305382,-0.02828797698020935,0.18180531905896752,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 17:00:00,0.046778157353401184,-0.0267723947763443,0.09999292548243215,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 18:00:00,0.035245250910520554,-0.025761261582374573,0.054996109015337684,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 19:00:00,0.044486962258815765,-0.024639591574668884,0.03024785995843573,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
2024-06-24 20:00:00,0.018079176545143127,-0.023484602570533752,0.016636322977139652,0.0,0.0,0,2024-06-27,ps10_v2_p007,坡脚区,坡脚区
