epoch,seq_len,learning_rate,dropout,train_loss,val_mae,val_rmse,val_mse
1,48,0.0005,0.2,0.927389965057373,0.05869953706860542,0.08322524596032134,0.006926441565155983
2,48,0.0005,0.2,0.8229308170080185,0.06404296308755875,0.08535239046860568,0.00728503055870533
3,48,0.0005,0.2,0.7898755848407746,0.06781641393899918,0.0874593085588376,0.007649130653589964
4,48,0.0005,0.2,0.7686860299110413,0.06885676831007004,0.08817672523203127,0.00777513487264514
5,48,0.0005,0.2,0.7571403259038925,0.0735812708735466,0.09168465329030509,0.008406075648963451
6,48,0.0005,0.2,0.7510496300458908,0.07121822237968445,0.08964811150485337,0.008036783896386623
7,48,0.0005,0.2,0.7437935167551041,0.07035472244024277,0.08868327340625733,0.007864722982048988
8,48,0.0005,0.2,0.7395102083683014,0.07029987126588821,0.08852224160267728,0.00783618725836277
