timestamp,blast_count,total_charge_kg,mean_charge_kg,max_ppv_est_mm_s,disturbance_index,blast_count_6h,charge_24h_kg
2024-06-06 08:00:00,0.0,0.0,0.0,0.0,0.2199,0.0,1878.2
2024-06-06 09:00:00,1.0,278.5,278.5,9.25,1.8074,1.0,1705.0
2024-06-06 10:00:00,1.0,396.3,396.3,8.3,3.3507,2.0,1612.6
2024-06-06 11:00:00,0.0,0.0,0.0,0.0,2.8363,2.0,674.8
2024-06-06 12:00:00,0.0,0.0,0.0,0.0,2.4009,2.0,674.8
2024-06-06 13:00:00,0.0,0.0,0.0,0.0,2.0323,2.0,674.8
2024-06-06 14:00:00,0.0,0.0,0.0,0.0,1.7203,2.0,674.8
2024-06-06 15:00:00,0.0,0.0,0.0,0.0,1.4562,1.0,674.8
2024-06-06 16:00:00,0.0,0.0,0.0,0.0,1.2326,0.0,674.8
2024-06-06 17:00:00,0.0,0.0,0.0,0.0,1.0434,0.0,674.8
2024-06-06 18:00:00,0.0,0.0,0.0,0.0,0.8832,0.0,674.8
2024-06-06 19:00:00,0.0,0.0,0.0,0.0,0.7476,0.0,674.8
2024-06-06 20:00:00,0.0,0.0,0.0,0.0,0.6329,0.0,674.8
2024-06-06 21:00:00,0.0,0.0,0.0,0.0,0.5357,0.0,674.8
2024-06-06 22:00:00,0.0,0.0,0.0,0.0,0.4535,0.0,674.8
2024-06-06 23:00:00,0.0,0.0,0.0,0.0,0.3838,0.0,674.8
2024-06-07 00:00:00,0.0,0.0,0.0,0.0,0.3249,0.0,674.8
2024-06-07 01:00:00,0.0,0.0,0.0,0.0,0.275,0.0,674.8
2024-06-07 02:00:00,0.0,0.0,0.0,0.0,0.2328,0.0,674.8
2024-06-07 03:00:00,0.0,0.0,0.0,0.0,0.1971,0.0,674.8
2024-06-07 04:00:00,0.0,0.0,0.0,0.0,0.1668,0.0,674.8
2024-06-07 05:00:00,0.0,0.0,0.0,0.0,0.1412,0.0,674.8
2024-06-07 06:00:00,0.0,0.0,0.0,0.0,0.1195,0.0,674.8
2024-06-07 07:00:00,0.0,0.0,0.0,0.0,0.1012,0.0,674.8
2024-06-07 08:00:00,0.0,0.0,0.0,0.0,0.0856,0.0,674.8
2024-06-07 09:00:00,0.0,0.0,0.0,0.0,0.0725,0.0,396.3
2024-06-07 10:00:00,2.0,972.3000000000001,486.15000000000003,9.7,3.4621,2.0,972.3000000000001
2024-06-07 11:00:00,1.0,422.6,422.6,14.72,5.4591,3.0,1394.9
2024-06-07 12:00:00,0.0,0.0,0.0,0.0,4.621,3.0,1394.9
2024-06-07 13:00:00,0.0,0.0,0.0,0.0,3.9116,3.0,1394.9
2024-06-07 14:00:00,0.0,0.0,0.0,0.0,3.3111,3.0,1394.9
2024-06-07 15:00:00,1.0,373.0,373.0,8.85,4.6203,4.0,1767.9
2024-06-07 16:00:00,2.0,568.4,284.2,14.62,6.794,4.0,2336.3
2024-06-07 17:00:00,0.0,0.0,0.0,0.0,5.751,3.0,2336.3
2024-06-07 18:00:00,0.0,0.0,0.0,0.0,4.8681,3.0,2336.3
2024-06-07 19:00:00,0.0,0.0,0.0,0.0,4.1208,3.0,2336.3
2024-06-07 20:00:00,0.0,0.0,0.0,0.0,3.4882,3.0,2336.3
2024-06-07 21:00:00,0.0,0.0,0.0,0.0,2.9527,2.0,2336.3
2024-06-07 22:00:00,0.0,0.0,0.0,0.0,2.4994,0.0,2336.3
2024-06-07 23:00:00,0.0,0.0,0.0,0.0,2.1157,0.0,2336.3
2024-06-08 00:00:00,0.0,0.0,0.0,0.0,1.7909,0.0,2336.3
2024-06-08 01:00:00,0.0,0.0,0.0,0.0,1.5159,0.0,2336.3
2024-06-08 02:00:00,0.0,0.0,0.0,0.0,1.2832,0.0,2336.3
2024-06-08 03:00:00,0.0,0.0,0.0,0.0,1.0862,0.0,2336.3
2024-06-08 04:00:00,0.0,0.0,0.0,0.0,0.9195,0.0,2336.3
2024-06-08 05:00:00,0.0,0.0,0.0,0.0,0.7783,0.0,2336.3
2024-06-08 06:00:00,0.0,0.0,0.0,0.0,0.6588,0.0,2336.3
2024-06-08 07:00:00,0.0,0.0,0.0,0.0,0.5577,0.0,2336.3
2024-06-08 08:00:00,0.0,0.0,0.0,0.0,0.4721,0.0,2336.3
2024-06-08 09:00:00,1.0,266.0,266.0,7.29,1.7936,1.0,2602.3
2024-06-08 10:00:00,0.0,0.0,0.0,0.0,1.5182,1.0,1630.0
2024-06-08 11:00:00,0.0,0.0,0.0,0.0,1.2852,1.0,1207.4
2024-06-08 12:00:00,0.0,0.0,0.0,0.0,1.0879,1.0,1207.4
2024-06-08 13:00:00,0.0,0.0,0.0,0.0,0.9209,1.0,1207.4
2024-06-08 14:00:00,0.0,0.0,0.0,0.0,0.7795,1.0,1207.4
2024-06-08 15:00:00,0.0,0.0,0.0,0.0,0.6598,0.0,834.4
2024-06-08 16:00:00,1.0,226.2,226.2,14.26,2.55,1.0,492.2
2024-06-08 17:00:00,0.0,0.0,0.0,0.0,2.1586,1.0,492.2
2024-06-08 18:00:00,0.0,0.0,0.0,0.0,1.8272,1.0,492.2
2024-06-08 19:00:00,0.0,0.0,0.0,0.0,1.5467,1.0,492.2
2024-06-08 20:00:00,0.0,0.0,0.0,0.0,1.3092,1.0,492.2
2024-06-08 21:00:00,0.0,0.0,0.0,0.0,1.1082,1.0,492.2
2024-06-08 22:00:00,0.0,0.0,0.0,0.0,0.9381,0.0,492.2
2024-06-08 23:00:00,0.0,0.0,0.0,0.0,0.7941,0.0,492.2
2024-06-09 00:00:00,0.0,0.0,0.0,0.0,0.6722,0.0,492.2
2024-06-09 01:00:00,0.0,0.0,0.0,0.0,0.569,0.0,492.2
2024-06-09 02:00:00,0.0,0.0,0.0,0.0,0.4816,0.0,492.2
2024-06-09 03:00:00,0.0,0.0,0.0,0.0,0.4077,0.0,492.2
2024-06-09 04:00:00,0.0,0.0,0.0,0.0,0.3451,0.0,492.2
2024-06-09 05:00:00,0.0,0.0,0.0,0.0,0.2921,0.0,492.2
2024-06-09 06:00:00,0.0,0.0,0.0,0.0,0.2473,0.0,492.2
2024-06-09 07:00:00,0.0,0.0,0.0,0.0,0.2093,0.0,492.2
2024-06-09 08:00:00,0.0,0.0,0.0,0.0,0.1772,0.0,492.2
2024-06-09 09:00:00,0.0,0.0,0.0,0.0,0.15,0.0,226.2
2024-06-09 10:00:00,0.0,0.0,0.0,0.0,0.127,0.0,226.2
2024-06-09 11:00:00,0.0,0.0,0.0,0.0,0.1075,0.0,226.2
2024-06-09 12:00:00,0.0,0.0,0.0,0.0,0.091,0.0,226.2
2024-06-09 13:00:00,0.0,0.0,0.0,0.0,0.077,0.0,226.2
2024-06-09 14:00:00,0.0,0.0,0.0,0.0,0.0652,0.0,226.2
2024-06-09 15:00:00,0.0,0.0,0.0,0.0,0.0552,0.0,226.2
2024-06-09 16:00:00,0.0,0.0,0.0,0.0,0.0467,0.0,0.0
2024-06-09 17:00:00,0.0,0.0,0.0,0.0,0.0395,0.0,0.0
2024-06-09 18:00:00,0.0,0.0,0.0,0.0,0.0335,0.0,0.0
2024-06-09 19:00:00,0.0,0.0,0.0,0.0,0.0283,0.0,0.0
2024-06-09 20:00:00,0.0,0.0,0.0,0.0,0.024,0.0,0.0
2024-06-09 21:00:00,0.0,0.0,0.0,0.0,0.0203,0.0,0.0
2024-06-09 22:00:00,0.0,0.0,0.0,0.0,0.0172,0.0,0.0
2024-06-09 23:00:00,0.0,0.0,0.0,0.0,0.0145,0.0,0.0
2024-06-10 00:00:00,0.0,0.0,0.0,0.0,0.0123,0.0,0.0
2024-06-10 01:00:00,0.0,0.0,0.0,0.0,0.0104,0.0,0.0
2024-06-10 02:00:00,0.0,0.0,0.0,0.0,0.0088,0.0,0.0
2024-06-10 03:00:00,0.0,0.0,0.0,0.0,0.0075,0.0,0.0
2024-06-10 04:00:00,0.0,0.0,0.0,0.0,0.0063,0.0,0.0
2024-06-10 05:00:00,0.0,0.0,0.0,0.0,0.0054,0.0,0.0
2024-06-10 06:00:00,0.0,0.0,0.0,0.0,0.0045,0.0,0.0
2024-06-10 07:00:00,0.0,0.0,0.0,0.0,0.0038,0.0,0.0
2024-06-10 08:00:00,0.0,0.0,0.0,0.0,0.0032,0.0,0.0
2024-06-10 09:00:00,0.0,0.0,0.0,0.0,0.0027,0.0,0.0
2024-06-10 10:00:00,1.0,483.9,483.9,16.99,2.9111,1.0,483.9
2024-06-10 11:00:00,0.0,0.0,0.0,0.0,2.4642,1.0,483.9
2024-06-10 12:00:00,0.0,0.0,0.0,0.0,2.0859,1.0,483.9
2024-06-10 13:00:00,0.0,0.0,0.0,0.0,1.7657,1.0,483.9
2024-06-10 14:00:00,0.0,0.0,0.0,0.0,1.4946,1.0,483.9
2024-06-10 15:00:00,0.0,0.0,0.0,0.0,1.2651,1.0,483.9
2024-06-10 16:00:00,0.0,0.0,0.0,0.0,1.0709,0.0,483.9
2024-06-10 17:00:00,1.0,327.1,327.1,21.3,3.8543,1.0,811.0
2024-06-10 18:00:00,0.0,0.0,0.0,0.0,3.2626,1.0,811.0
2024-06-10 19:00:00,0.0,0.0,0.0,0.0,2.7617,1.0,811.0
2024-06-10 20:00:00,0.0,0.0,0.0,0.0,2.3377,1.0,811.0
2024-06-10 21:00:00,0.0,0.0,0.0,0.0,1.9788,1.0,811.0
2024-06-10 22:00:00,0.0,0.0,0.0,0.0,1.6751,1.0,811.0
2024-06-10 23:00:00,0.0,0.0,0.0,0.0,1.4179,0.0,811.0
2024-06-11 00:00:00,0.0,0.0,0.0,0.0,1.2002,0.0,811.0
2024-06-11 01:00:00,0.0,0.0,0.0,0.0,1.016,0.0,811.0
2024-06-11 02:00:00,0.0,0.0,0.0,0.0,0.86,0.0,811.0
2024-06-11 03:00:00,0.0,0.0,0.0,0.0,0.728,0.0,811.0
2024-06-11 04:00:00,0.0,0.0,0.0,0.0,0.6162,0.0,811.0
2024-06-11 05:00:00,0.0,0.0,0.0,0.0,0.5216,0.0,811.0
2024-06-11 06:00:00,0.0,0.0,0.0,0.0,0.4415,0.0,811.0
2024-06-11 07:00:00,0.0,0.0,0.0,0.0,0.3738,0.0,811.0
2024-06-11 08:00:00,0.0,0.0,0.0,0.0,0.3164,0.0,811.0
2024-06-11 09:00:00,1.0,492.1,492.1,13.5,2.8481,1.0,1303.1
2024-06-11 10:00:00,2.0,936.4,468.2,20.64,6.8158,3.0,1755.6
2024-06-11 11:00:00,0.0,0.0,0.0,0.0,5.7695,3.0,1755.6
2024-06-11 12:00:00,0.0,0.0,0.0,0.0,4.8838,3.0,1755.6
2024-06-11 13:00:00,0.0,0.0,0.0,0.0,4.134,3.0,1755.6
2024-06-11 14:00:00,0.0,0.0,0.0,0.0,3.4994,3.0,1755.6
2024-06-11 15:00:00,1.0,230.1,230.1,4.21,3.9584,3.0,1985.7
2024-06-11 16:00:00,1.0,516.1,516.1,18.93,6.534,2.0,2501.8
2024-06-11 17:00:00,0.0,0.0,0.0,0.0,5.5309,2.0,2174.7000000000003
2024-06-11 18:00:00,0.0,0.0,0.0,0.0,4.6818,2.0,2174.7000000000003
2024-06-11 19:00:00,0.0,0.0,0.0,0.0,3.963,2.0,2174.7000000000003
2024-06-11 20:00:00,0.0,0.0,0.0,0.0,3.3546,2.0,2174.7000000000003
2024-06-11 21:00:00,0.0,0.0,0.0,0.0,2.8396,1.0,2174.7000000000003
2024-06-11 22:00:00,0.0,0.0,0.0,0.0,2.4037,0.0,2174.7000000000003
2024-06-11 23:00:00,0.0,0.0,0.0,0.0,2.0347,0.0,2174.7000000000003
2024-06-12 00:00:00,0.0,0.0,0.0,0.0,1.7223,0.0,2174.7000000000003
2024-06-12 01:00:00,0.0,0.0,0.0,0.0,1.4579,0.0,2174.7000000000003
2024-06-12 02:00:00,0.0,0.0,0.0,0.0,1.2341,0.0,2174.7000000000003
2024-06-12 03:00:00,0.0,0.0,0.0,0.0,1.0446,0.0,2174.7000000000003
2024-06-12 04:00:00,0.0,0.0,0.0,0.0,0.8843,0.0,2174.7000000000003
2024-06-12 05:00:00,0.0,0.0,0.0,0.0,0.7485,0.0,2174.7000000000003
2024-06-12 06:00:00,0.0,0.0,0.0,0.0,0.6336,0.0,2174.7000000000003
2024-06-12 07:00:00,0.0,0.0,0.0,0.0,0.5363,0.0,2174.7000000000003
2024-06-12 08:00:00,0.0,0.0,0.0,0.0,0.454,0.0,2174.7000000000003
2024-06-12 09:00:00,1.0,165.5,165.5,6.58,1.4561,1.0,1848.1
2024-06-12 10:00:00,0.0,0.0,0.0,0.0,1.2325,1.0,911.7
2024-06-12 11:00:00,0.0,0.0,0.0,0.0,1.0433,1.0,911.7
2024-06-12 12:00:00,0.0,0.0,0.0,0.0,0.8831,1.0,911.7
2024-06-12 13:00:00,0.0,0.0,0.0,0.0,0.7476,1.0,911.7
2024-06-12 14:00:00,0.0,0.0,0.0,0.0,0.6328,1.0,911.7
2024-06-12 15:00:00,1.0,413.9,413.9,8.4,2.4104,1.0,1095.5
2024-06-12 16:00:00,0.0,0.0,0.0,0.0,2.0404,1.0,579.4
2024-06-12 17:00:00,0.0,0.0,0.0,0.0,1.7271,1.0,579.4
2024-06-12 18:00:00,0.0,0.0,0.0,0.0,1.462,1.0,579.4
2024-06-12 19:00:00,0.0,0.0,0.0,0.0,1.2375,1.0,579.4
2024-06-12 20:00:00,0.0,0.0,0.0,0.0,1.0476,1.0,579.4
2024-06-12 21:00:00,0.0,0.0,0.0,0.0,0.8867,0.0,579.4
2024-06-12 22:00:00,0.0,0.0,0.0,0.0,0.7506,0.0,579.4
2024-06-12 23:00:00,0.0,0.0,0.0,0.0,0.6354,0.0,579.4
2024-06-13 00:00:00,0.0,0.0,0.0,0.0,0.5378,0.0,579.4
2024-06-13 01:00:00,0.0,0.0,0.0,0.0,0.4553,0.0,579.4
2024-06-13 02:00:00,0.0,0.0,0.0,0.0,0.3854,0.0,579.4
2024-06-13 03:00:00,0.0,0.0,0.0,0.0,0.3262,0.0,579.4
2024-06-13 04:00:00,0.0,0.0,0.0,0.0,0.2761,0.0,579.4
2024-06-13 05:00:00,0.0,0.0,0.0,0.0,0.2337,0.0,579.4
2024-06-13 06:00:00,0.0,0.0,0.0,0.0,0.1979,0.0,579.4
2024-06-13 07:00:00,0.0,0.0,0.0,0.0,0.1675,0.0,579.4
2024-06-13 08:00:00,0.0,0.0,0.0,0.0,0.1418,0.0,579.4
2024-06-13 09:00:00,0.0,0.0,0.0,0.0,0.12,0.0,413.9
2024-06-13 10:00:00,0.0,0.0,0.0,0.0,0.1016,0.0,413.9
2024-06-13 11:00:00,0.0,0.0,0.0,0.0,0.086,0.0,413.9
2024-06-13 12:00:00,0.0,0.0,0.0,0.0,0.0728,0.0,413.9
2024-06-13 13:00:00,0.0,0.0,0.0,0.0,0.0616,0.0,413.9
2024-06-13 14:00:00,0.0,0.0,0.0,0.0,0.0522,0.0,413.9
2024-06-13 15:00:00,1.0,228.4,228.4,11.77,1.7921,1.0,228.4
2024-06-13 16:00:00,0.0,0.0,0.0,0.0,1.517,1.0,228.4
2024-06-13 17:00:00,1.0,299.1,299.1,5.78,2.6099,2.0,527.5
2024-06-13 18:00:00,0.0,0.0,0.0,0.0,2.2092,2.0,527.5
2024-06-13 19:00:00,0.0,0.0,0.0,0.0,1.8701,2.0,527.5
2024-06-13 20:00:00,0.0,0.0,0.0,0.0,1.583,2.0,527.5
2024-06-13 21:00:00,0.0,0.0,0.0,0.0,1.34,1.0,527.5
2024-06-13 22:00:00,0.0,0.0,0.0,0.0,1.1342,1.0,527.5
2024-06-13 23:00:00,0.0,0.0,0.0,0.0,0.9601,0.0,527.5
2024-06-14 00:00:00,0.0,0.0,0.0,0.0,0.8127,0.0,527.5
2024-06-14 01:00:00,0.0,0.0,0.0,0.0,0.688,0.0,527.5
2024-06-14 02:00:00,0.0,0.0,0.0,0.0,0.5823,0.0,527.5
2024-06-14 03:00:00,0.0,0.0,0.0,0.0,0.4929,0.0,527.5
2024-06-14 04:00:00,0.0,0.0,0.0,0.0,0.4173,0.0,527.5
2024-06-14 05:00:00,0.0,0.0,0.0,0.0,0.3532,0.0,527.5
2024-06-14 06:00:00,0.0,0.0,0.0,0.0,0.299,0.0,527.5
2024-06-14 07:00:00,0.0,0.0,0.0,0.0,0.2531,0.0,527.5
2024-06-14 08:00:00,0.0,0.0,0.0,0.0,0.2142,0.0,527.5
2024-06-14 09:00:00,2.0,630.4,315.2,18.95,3.6523,2.0,1157.9
